code,name,lat,lng,iso_country,iso_region,municipality
BCF,Bouca Airport,6.517000198,18.2670002,CF,CF-AC,Bouca
BCG,Bemichi Airport,7.699999809,-59.16666031,GY,GY-BA,Bemichi
BCH,Cakung Airport,-8.489029884,126.401001,TL,TL-BA,Baucau
BCI,Barcaldine Airport,-23.56529999,145.3070068,AU,AU-QLD,Barcaldine
BCJ,Baca Grande Airfield,37.96477778,-105.7766667,US,US-CO,Crestone
BCK,[Duplicate] Bolwarra Airport,-17.38829994,144.1690063,AU,AU-QLD,Bolwarra
BCK,Bolwarra Airport,-17.38829994,144.1690063,AU,AU-QLD,
BCL,Barra del Colorado Airport,10.76869965,-83.58560181,CR,CR-L,Pococi
BCM,BacÄƒu Airport,46.52190018,26.9102993,RO,RO-BC,BacÄƒu
BCN,Barcelona International Airport,41.2971,2.07846,ES,ES-CT,Barcelona
BCO,Baco Airport,5.78287,36.562,ET,ET-SN,Baco
BCP,Bambu Airport,-5.863611111,146.4925,PG,PG-MPM,Bambu
BCQ,Brak Airport,27.653,14.272,LY,LY-SH,Brak
BCR,Novo Campo Airport,-8.83456,-67.312401,BR,BR-AM,Boca do Acre
BCS,Southern Seaplane Airport,29.86610031,-90.02220154,US,US-LA,Belle Chasse
BCT,Boca Raton Airport,26.37849998,-80.10769653,US,US-FL,Boca Raton
BCU,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,NG,NG-BA,Bauchi
BCV,Hector Silva Airstrip,17.269603,-88.776496,BZ,BZ-CY,Belmopan
BCW,Benguera Island Airport,-21.85330009,35.43830109,MZ,MZ-I,Benguera Island
BCX,Beloretsk Airport,53.93809891,58.34000015,RU,RU-BA,Beloretsk
BCZ,Milyakburra Airport,-13.78083333,136.2016667,AU,AU-NT,Bickerton Island
BDA,L.F. Wade International International Airport,32.36399841,-64.67870331,BM,BM-U-A,Hamilton
BDB,Bundaberg Airport,-24.90390015,152.3190002,AU,AU-QLD,Bundaberg
BDC,Barra do Corda Airport,-5.5025,-45.215833,BR,BR-MA,Barra Do Corda
BDD,Badu Island Airport,-10.14999962,142.1734,AU,AU-QLD,
BDE,Baudette International Airport,48.72840118,-94.61219788,US,US-MN,Baudette
BDF,Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,US,US-IL,Bradford
BDG,Blanding Municipal Airport,37.58330154,-109.4830017,US,US-UT,Blanding
BDH,Bandar Lengeh Airport,26.53199959,54.82479858,IR,IR-23,Bandar Lengeh
BDI,Bird Island Airport,-3.72472,55.205299,SC,SC-15,Bird Island
BDJ,Syamsudin Noor Airport,-3.442359924,114.7630005,ID,ID-KS,Banjarmasin-Borneo Island
BDK,Soko Airport,8.017219543,-2.761940002,CI,CI-08,Bondoukou
BDL,Bradley International Airport,41.93889999,-72.68319702,US,US-CT,Hartford
BDM,BandÄ±rma Airport,40.31800079,27.97769928,TR,TR-10,
BDN,Talhar Airport,24.84149933,68.83840179,PK,PK-SD,Badin
BDO,Husein Sastranegara International Airport,-6.900629997,107.5759964,ID,ID-JB,Bandung-Java Island
BDP,Bhadrapur Airport,26.57080078,88.07959747,NP,NP-ME,Bhadrapur
BDQ,Vadodara Airport,22.336201,73.226303,IN,IN-GJ,Vadodara
BDR,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,US,US-CT,Bridgeport
BDS,Brindisi â€“ Salento Airport,40.6576,17.947001,IT,IT-75,Brindisi
BDT,Gbadolite Airport,4.253210068,20.97529984,CD,CD-EQ,
BDU,Bardufoss Airport,69.05580139,18.54039955,NO,NO-19,MÃ¥lselv
BDV,Moba Airport,-7.066999912,29.78300095,CD,CD-KA,Moba
BDW,Bedford Downs Airport,-17.2866993,127.4629974,AU,AU-WA,
BDX,Broadus Airport,45.47249985,-105.4540024,US,US-MT,Broadus
BDY,Bandon State Airport,43.08649826,-124.4079971,US,US-OR,Bandon
BDZ,Baindoung Airport,-6.347222222,146.9422222,PG,PG-MPL,
BEA,Bereina Airport,-8.64,146.5083,PG,PG-CPM,Bereina Mission
BEB,Benbecula Airport,57.48109818,-7.362780094,GB,GB-SCT,Balivanich
BEC,Beech Factory Airport,37.69449997,-97.21499634,US,US-KS,Wichita
BED,Laurence G Hanscom Field,42.47000122,-71.28900146,US,US-MA,Bedford
BEE,Beagle Bay Airport,-17.0165,122.6464,AU,AU-WA,Beagle Bay
BEF,Bluefields Airport,11.99100018,-83.77410126,NI,NI-AS,Bluefileds
BEG,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,RS,RS-00,Belgrade
BEH,Southwest Michigan Regional Airport,42.12860107,-86.42849731,US,US-MI,Benton Harbor
BEI,Beica Airport,9.386389732,34.52190018,ET,ET-BE,Beica
BEJ,Kalimarau Airport,2.1555,117.431999,ID,ID-KI,Tanjung Redeb - Borneo Island
BEK,Bareilly Air Force Station,28.42210007,79.45079803,IN,IN-UP,Bareilly
BEL,Val de Cans/JÃºlio Cezar Ribeiro International Airport,-1.37925005,-48.47629929,BR,BR-PA,BelÃ©m
BEM,Beni Mellal Airport,32.401895,-6.315905,MA,MA-AZI,
BEN,Benina International Airport,32.09680176,20.26950073,LY,LY-BA,Benghazi
BEO,Lake Macquarie Airport,-33.0667,151.647995,AU,AU-NSW,
BEP,Bellary Airport,15.16279984,76.88279724,IN,IN-KA,Bellary
BEQ,RAF Honington,52.34260178,0.772939026,GB,GB-ENG,Thetford
BER,Berlin Brandenburg Airport (U.C.),52.35138889,13.49388889,DE,DE-BR,Berlin
BES,Brest Bretagne Airport,48.44789886,-4.418540001,FR,FR-E,Brest/Guipavas
BET,Bethel Airport,60.77980042,-161.8379974,US,US-AK,Bethel
BEU,Bedourie Airport,-24.34609985,139.4600067,AU,AU-QLD,
BEV,Beersheba (Teyman) Airport,31.28700066,34.72299957,IL,IL-D,Beersheba
BEW,Beira Airport,-19.79640007,34.9076004,MZ,MZ-S,Beira
BEX,RAF Benson,51.61640167,-1.095829964,GB,GB-ENG,Benson
BEY,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,LB,LB-JL,Beirut
BEZ,Beru Airport,-1.354719996,176.0070038,KI,KI-G,Beru
BFA,BahÃ_a Negra Airport,-20.22459984,-58.17919922,PY,PY-16,BahÃ_a Negra
BFC,[Duplicate] Bloomfield Airport,-15.87360001,145.3300018,AU,AU-QLD,Bloomfield
BFC,Bloomfield River Airport,-15.87360001,145.3300018,AU,AU-QLD,
